,상호명
1477,마시안해물칼국수
1478,원조영양탕삼계탕
1480,서해안 횟집
1481,골목집
1482,하얀집
1483,조금
1484,천일관
1485,친구네곱창
1486,강화집
1487,우리옥
1488,샘물식당
1489,무궁화분식
1490,강화솥밥집
1491,고을식당
1492,50년전통강화국수
1493,풀잎분식
1494,삼거리포장마차
1495,광성식당
1496,탁지
1497,전등사 남문식당
1498,산장식당
1499,산골식당
1500,미도횟집
1501,온수분식
1503,보문국수
1504,수정반점
1505,고래식당앤생선구이
1506,관광식당
1507,두꺼비식당
1508,내가통닭
1510,대풍옥
1511,선창식당
1512,일심식당
1513,밥집
1514,한솔집
1515,일억조젓국갈비
1516,옛아리랑식당
1517,칠보식당
1518,내가차돌박이짬뽕
1519,골목선지순대국
1520,서문김밥
1521,광명식당
1522,아림고추장추어탕
1523,삼랑성꽁보리밥집
1524,심봉사도로케
1525,황금반점
1526,봉천가정식백반
1527,강서식당
1528,요거프레소
1529,보문커피숍
1530,국화집
1531,명화루
1532,실속장어마당
1533,경남식당
1534,해성식당
1535,연안정육식당
1536,삼호정
1537,산까치식당
1538,솔밭식당
1539,삼산식당
1540,녹원연탄구이
1541,룩만남
1542,수도식당
1543,알미골
1544,맥스그룹(MAX Group)
1545,큰엄마네감자탕
1546,한일정
1547,푸른언덕
1548,마라 Kim(마라킴)
1549,진해식당
1550,평양순대국
1551,강화손두부
1552,은지네식당
1555,꽃동산식당
1556,파리바게뜨
1557,추억만들기
1558,정통분식
1560,섬고기
1561,바우회집
1562,수라면옥
1563,천수면
1564,누이네집
1565,옥림가든
1566,밤나무집
1567,석천돌솥밥
1568,불만난쭈꾸미와 추어탕
1569,오리산장
1570,통나무가든참숯불장어
1571,나주식당
1572,미락횟집
1573,낙원식당
1574,볼음식당
1575,제주은갈치
1576,옛골영수네
1577,일미집
1578,강화한식부페
1579,징기스칸치킨호프
1580,청사포
1581,동문식당
1582,청기와식당
1583,강화맛집
1584,비치횟집
1585,등대횟집
1586,서울횟집
1587,맛모아식당
1588,멕시칸치킨
1589,강화주당
1590,무지개분식
1591,으뜸분식
1592,충남식당
1593,코리아호프
1594,대영식당
1595,밥먹고술먹고
1596,섬메기매운탕
1597,벌교식당
1598,온돌집
1599,만선꽃게랑낙지
1600,온수리순대국밥
1601,초가삼간 보스턴수제버거
1602,마니산단골식당
1603,선창횟집
1604,강화소루지갯벌장어양식장
1605,강화횟집
1606,고구촌
1607,해명산두부촌
1608,향촌삼계탕
1609,청사초롱
1610,고려족발
1611,도드람한마당
1612,남문한식
1613,할머니집
1615,삼거리설렁탕
1617,덕정가든
1618,등대숯불장어
1619,송림가든
1620,용궁횟집
1621,장곶횟집 새우대하양식장
1622,조단
1623,멕시칸 치킨
1624,백송 손두부
1625,서해꽃게전문
1626,천서리횟집
1627,수석횟집
1629,기념일
1630,우리식당
1631,최가네치킨
1632,돌기와집
1633,강화도 송탄부대찌개
1634,알미부대고기전문
1635,죽이야기
1636,문화반점
1637,강화해신탕
1638,양선민참숯불풍천장어
1639,큰이모네식당
1640,수라전통육개장
1641,하우스홀드
1642,원두막
1643,그때그추억
1644,진광회집
1645,꽃게와낙지
1646,성안정꽃게탕
1647,기사식당
1648,진두강참장어
1649,이어도횟집
1650,외포리숯불장어
1651,그쌈네
1652,강화어부네꽃게탕
1653,미스터후라이드&미스터떡볶이
1654,교동반점
1655,뚱이 호떡
1656,물레방아식당
1657,다예촌
1658,서해가든
1659,용우동
1660,두촌가
1661,만나네
1662,오류네칼국수
1663,정원정
1664,바베큐랜드
1665,강화성국수
1666,일미산장숯불장어
1667,들꽃
1668,아이벗치킨
1669,이조시대손두부
1670,해마루
1671,미가소곱창
1672,해둥지민속카페
1673,황토옛집
1674,대아촌
1675,토담마을
1676,바닷가에서
1677,뱃고동
1678,산내들식당
1679,풍운각
1680,명가생고기촌
1681,서강식당정육점
1682,대청마루한상
1683,초원생갈비
1684,라메르
1685,나나
1686,강화치킨
1688,터미널식당
1690,해고양이
1691,전망좋은집
1692,계림가든
1693,장가네
1694,동훈가삼계탕
1695,찬우물한방감자탕
1696,종갓집
1697,심애선해물칼국수
1698,세븐나잇
1699,일마레
1700,서산갯마을
1701,용이반점
1702,돈대회쎈타
1703,소나무집
1704,경기식당조짜장네
1705,별천지
1706,복인식당
1708,럭키분식
1709,미선식당민박
1710,토박이식당
1711,푸른솔가든
1712,강화국밥
1713,만물닭강정
1714,월곳황토집
1715,용진참숯장어구이
1716,영골마을
1717,은빛 비치는 들
1718,용내천식당
1719,황포돛배
1720,개성식당
1721,항구횟집
1722,도해촌
1723,유천횟집
1724,춘하추동
1725,까사미아썬셋
1726,남문바지락칼국수
1727,진고개돈가스
1728,콕스치킨
1729,장수마을
1730,치마바위
1731,삼송농원
1732,낙조회집
1733,강화요트캠핑클럽
1734,두운농원
1735,마루뜰
1736,방주농원
1737,진달래
1738,백송식당
1739,피자마루
1740,사오정
1741,우미각
1742,바이섬마차
1743,초지한탄강
1744,오두돈대숯불장어
1745,삼보식당
1746,석모도회센터
1747,옛날손짜장
1748,한나네
1749,전&막걸리
1750,해동식당
1751,강화섬맛집
1752,클리프
1753,섬마을
1754,토가
1755,회사랑
1756,산해진미
1757,김밥천국
1759,진가객잔
1760,황가네호떡
1761,롯데리아
1762,바리스타비
1763,굽네치킨
1764,광성오리
1765,이레가든
1766,한마당생고기
1767,강화꽃게전문
1768,강화손칼국수
1769,동화촌오리구이
1770,갯벌
1771,감나무골
1772,연리지 카페
1773,뭉치식당
1774,바베큐캠프
1775,밥사랑식당
1776,호남식당
1777,전북식당
1778,바다횟집
1779,강남풍천장어
1780,은행나무
1781,참장어
1782,마니산카페
1783,고향바지락칼국수
1784,황토추어탕
1785,장골식당
1786,바다내음
1787,개성손만두요리전문점
1788,환호식당민박
1789,중앙통닭
1790,뚱가네
1791,김밥천하
1792,서해안회타운
1794,해운정
1795,밀알농원
1796,진미추어탕
1797,숯불장어나라
1798,참붕어매운탕
1799,빨강떡볶이 바이 신군컴퍼니
1800,남문철판오리구이
1801,시장피자
1802,해나루횟집
1803,소담마을
1804,서해촌
1805,뉴욕뉴욕
1806,구미순대국
1807,진남한식고기부페
1808,들국화가든
1809,강화2005옥수수찐빵
1810,남양호
1811,태경호
1812,대성호
1813,해광호
1814,수남호
1815,수원호
1816,만흥호
1817,영순호횟집
1818,예산호
1819,일심호
1820,황용호
1821,욕쟁이할머니보리밥
1822,별미정가네묵밥청국장
1823,만원의행복
1824,만달이네토종닭
1825,청해양푼이동태탕&찜
1826,닭봉씨옛날통닭
1827,해돋이감자탕
1828,나룻터꽃게집
1829,광성보한식 샤브샤브
1830,두꺼비와곱창
1831,할매떡볶이
1832,나랑삼겹살먹을래
1833,프랑스백반
1834,뚜레쥬르
1835,발리호프
1836,할매해물칼국수
1837,강화도령회집
1839,다래마을손두부칼국수
1840,동막왕새우튀김
1841,신안호
1842,마린호
1843,장성호
1844,내리호
1845,우리마을
1846,두리십리
1847,순창식당
1848,범호고향밥상
1849,대박해물찜탕
1850,삼호횟집
1851,황토숯불장어
1852,강화 닭과칼국수
1853,마니호칼국수
1854,연갈비찜
1855,강화어죽
1856,며느리나물보리밥
1857,찬우물한우마을
1858,화사랑생갈비
1859,장흥숯불장어
1860,와글와글
1861,산마루묵밥
1862,화개식당
1863,연성호
1864,대영호
1865,창덕호횟집
1866,수복호
1867,99종운호
1868,팬차이나
1869,진보정
1870,내가소머리국밥
1871,어울림
1872,주연통삼겹
1873,여우비
1874,마니산고등어
1875,덕성칼국수
1876,일오삼간장게장
1877,솔마루
1878,담소한상
1880,초지대교숯불장어구이
1881,교동극장
1882,세광참숯막창
1883,아송물회
1884,왕언니네
1885,장족발
1886,산애들애
1888,무한낙지
1889,팡팡샌드
1890,옥림식당
1891,청하식당
1892,행복한밥상
1893,쩡이네
1894,철이네집
1895,고려베이커리
1896,뉴욕베이커리
1897,밴댕이 가득한 집
1898,중식예찬
1899,강화포구
1900,소나무식당
1901,명인 김밥 천국
1902,만남식당
1903,풍물식당
1904,훔친뒷고기
1905,유진갈비
1906,한정식 숲다담
1907,옛날포장마차
1908,소림사
1909,신선식당
1910,세자매식당
1911,성광식당
1912,다복식당
1913,하점식당
1914,궁궐식당
1915,옛날집
1916,청주식당
1918,고기 가마니
1919,놀부만두
1920,샘솟는집
1921,온누리식당
1922,제일식당
1924,뉴북경
1926,소문난집
1927,힛트호프
1928,장원식당
1929,맛자랑순대국
1931,갑숙이네
1933,또와식당
1934,요셉이네집
1935,고모네곱창
1936,왕창잘되는집
1937,이서방양념치킨
1938,여고졸업반
1939,대왕족발
1940,대박아구찜감자탕
1941,배나무집
1942,만사성
1943,담양 고기국수
1944,이대감황토펜션식당
1945,만복정
1946,더담한식뷔페
1947,구이구이
1948,굽네치킨 작전2동점
1949,남산오리숯불구이
1950,대박 하나식당
1951,돌판삼겹살과부대찌개
1952,계산분식
1953,미성식당 나4
1954,양문각
1956,춘천닭갈비
1957,희래성
1958,계양산소머리곰탕
1959,강화닭공판장
1960,마니산 묵밥 청국장
1961,뚱수산 활어회센타
1962,누구나꽃
1963,연미정 회전오리
1964,풀하우스
1966,수진네식당
1967,못난이분식
1968,태평수산
1969,옛날이조숯불갈비
1970,맛있는독일
1971,송화삼계탕
1972,달라스
1973,세광부대찌개
1974,탕짜
1975,카페메종
1976,광산식당
1977,달봉비어
1978,술감장수마을
1979,춘하추동영양탕
1980,산마을
1981,황가네
1982,마시왕
1983,골목집식당
1984,옛날만두집
1985,호치킨
1986,연닭발
1987,풍천숯불민물장어
1988,대박오리방
1989,셀프장어촌
1990,삼순이네 순대국 청국장
1991,제주청정생고기
1992,최대포청정제주도삼겹살
1993,실내시장마차
1994,창리의정부부대찌개
1995,신선수제돈까스
1996,피자풋치킨
1997,마포수제순대
1998,교동식당
1999,토부리병천순대
2000,가마솥식당
2002,장기리추어탕
2003,초록밥상
2004,여주집
2005,수광호
2006,천안문
2007,신진호
2009,아산호
2010,해일호
2011,유일8호
2012,인창호
2014,군산호
2015,제주까망돼지
2016,광복호
2017,명가네갈비
2018,연백호
2019,국민포차
2020,석궁
2021,융진호
2023,유진호 횟집
2024,청강호
2025,순돌이네연탄집
2026,95 경수호
2027,금영정육점 농장식당
2028,금강호
2029,다모아호
2030,군산할매집아구찜해물탕
2031,황산호
2032,털보네국수와전
2033,신흥호
2034,옛고을
2035,초지호
2036,성진호
2037,행복지짐이
2039,어진네감자탕
2040,신성호
2041,옛맛 시골 아주매 순대
2042,부영호횟집
2043,장가네화평동세수대야냉면
2044,병방실내포장마차식당
2045,덕성호횟집
2046,진미돼지국밥
2047,조가네감자탕
2048,승리호
2050,현광호
2051,성복호
2052,한상민과자점
2053,영광호14호
2054,참 맛있는 분식
2055,다랑채
2056,흥부네왕족발 돈까스
2057,동춘원
2058,자담치킨
2062,명품김밥만두
2063,해당화
2064,임진강민물매운탕
2065,나들식당
2066,최진사양념치킨
2067,네네치킨
2068,으뜸맛집
2069,마산아구해물탕
2070,이모네
2071,미도방만두
2072,부광꽃게전문점
2073,프레시아커피
2074,황제가든
2075,진배기고깃간&정원닭발
2076,송계정
2077,남창식당
2078,염박사 정육식당 & 갈비탕
2079,임꺽정
2080,먹골촌
2081,남해볼테기탕찜
2082,육번출구백세장어
2083,싱싱회천국
2084,뚱보집
2085,청정그우렁린쌈밥
2086,점심식당
2087,있잖아요아빠
2088,좋은만남해물칼국수
2089,산마루식당
2090,강남족발
2091,우림한방삼계탕
2092,진양평해장국
2093,40시간
2094,대성매운탕
2095,계산칼국수
2096,푸른농원
2097,피자에땅
2098,연백집
2099,홍보석
2100,진부령황지덕장
2102,바그다드커피
2104,태화루
2105,모아호프
2106,흥부가한우돌곱창
2107,대복갈비
2108,무릉도원
2109,가평팥칼국수
2110,달빛포차
2111,민영한식분식
2113,내리해물
2114,목포낙지아구찜탕
2115,강화신토오리
2116,계동회관
2117,행복한시골밥상
2118,플젠
2119,공주네 자연산 추어탕
2120,개성손만두
2121,신길가든
2122,족발품은보따리
2123,동검수산
2125,야간비행
2126,후크닥치킨
2127,두메산골황소곱창
2128,매화산아래닭발껍데기
2129,외가집 빈대떡
2130,카페 115
2131,약수터집
2132,대추나무집
2133,계양농원
2134,뒷고기&숯불 꼼장어
2135,호가돈
2136,한가라지카페
2137,가마솥옛날순대국
2138,현대식당
2140,대성기사식당
2141,용궁 중국성
2142,봄날김밥
2143,주막골
2144,플러스베이커리
2145,59쌀피자
2146,학생분식
2147,장충동뚱뚱이할머니족발보쌈
2148,마니산짜장
2149,고려왕족발
2150,서당골
2151,황토방
2152,가정식백반
2153,누리 한식전문
2154,대복호
2155,시티칸꼬치
2156,소망호
2157,참치플러스복탱이 이자카야
2158,오진호
2159,가마솥설렁탕
2160,삼복호
2161,용궁중화요리
2162,순종호
2163,연탄갈비
2164,진복호
2165,보광호
2166,은하호
2167,복음호
2168,하용호
2169,수덕호
2170,옛날손칼국수
2171,새봄농원
2172,돌산식당
2173,호산정
2174,브라이드가든
2175,강화댁
2176,개성진찹쌀순대
2177,여래옥
2178,원조기계우동
2179,고향마루
2180,향유갈비
2181,달빛야시장
2183,꿀통돼지
2184,그린홀리데이
2185,타임호프
2186,목향
2188,마니산버섯부대찌개
2189,피자알볼로
2190,효성생오리구이
2191,화수호
2193,신길호
2194,칸중화요리
2195,광성호
2196,용문
2197,수구레
2198,규미분식
2199,파티오
2200,추억의빈대떡
2201,쥬스플레이
2202,강화루
2204,너에게꼬치닭
2205,하우알유
2206,강화도짬뽕
2207,강화별법동태탕
2208,마니찐빵
2209,씨이오
2210,매화마름
2211,유래초밥
2212,카페갈릴리
2213,신계양동태탕동태찜
2214,피자스쿨
2215,피자빨간고추
2216,오늘은닭한마리
2217,모니카의정원
2218,다래향염소마을
2219,11g베이커리카페
2220,장치봉의맵꼬만명태찜
